codigo_c;PRESTACIONES ;valor;codigo;Nomenclador;Clasificación;Coseguro
660936;VERONAL, PRUEBA DEL;0;660936;NBU;BAJA;10000
660937;VITAMINA A;33818;660937;NBU;BAJA;10000
660938;VITAMINA B12;13710;660938;NBU;BAJA;10000
660939;VITAMINA E;33818;660939;NBU;BAJA;10000
660940;VOLEMIA RADIOQUIMICO;0;660940;NBU;BAJA;10000
660953;WIDAL, REACCION DE;3656;660953;NBU;BAJA;10000
660981;ZINC ERITROCITARIO - PROTOPORFIRINA;18280;660981;NBU;BAJA;10000
660982;ZINC (ZN) - SERICO;13710;660982;NBU;BAJA;10000
661000;ANTIGENO PROSTATICO ESPECIFICO TOTAL - PSA-T;16452;661000;NBU;BAJA;10000
661001;ACTO BIOQUIMICO DE INTERNACION - (ABI);8226;661001;NBU;BAJA;10000
661011;"CD4 - SUB POBLACION LINFOCITARIA POR CITOM. DE
FLUJO";31990;661011;NBU;BAJA;10000
661015;"CD8 - SUB POBLACION LINFOCITARIA POR CITOM. DE
FLUJO";31990;661015;NBU;BAJA;10000
661020;CHLAMYDIAS PNEUMONIAE, AC. ANTI- IGG;16452;661020;NBU;BAJA;10000
661025;CITOMEGALOVIRUS, AC. IGG ANTI- (CMV-IGG);13710;661025;NBU;BAJA;10000
661030;CITOMEGALOVIRUS, AC. IGM ANTI- (CMV-IGM);18280;661030;NBU;BAJA;10000
661035;COLESTEROL HDL (HDL-C);2742;661035;NBU;BAJA;10000
661040;COLESTEROL LDL (LDL-C);4113;661040;NBU;BAJA;10000
661045;CREATINFOSFOQUINASA, ISOENZIMA MB (CKMB / CPKMB);9140;661045;NBU;BAJA;10000
661050;DROGAS DE ABUSO SCREENING (C/U);15995;661050;NBU;BAJA;10000
661055;EPSTEIN BARR, AC. IGG/TOTALES ANTI- (VEB / VCA IGG);13710;661055;NBU;BAJA;10000
661060;EPSTEIN BARR, AC. IGM ANTI- (VEB / VCA IGM);18280;661060;NBU;BAJA;10000
661065;FRUCTOSAMINA;13710;661065;NBU;BAJA;10000
661070;HEMOGLOBINA GLICOSILADA (HB A1C);13710;661070;NBU;BAJA;10000
661075;HEPATITIS A, AC. IGM ANTI- (HAV IGM);13710;661075;NBU;BAJA;10000
661080;SUPEROXIDO DISMUTASA ;13710;661080;NBU;BAJA;10000
661085;HEPATITIS B, ANTIGENO E (AG.HBE);13710;661085;NBU;BAJA;10000
661086;HEPATITIS B, ANTIGENO DE SUPERFICIE (AG.HBS );10968;661086;NBU;BAJA;10000
661090;HEPATITIS B, AC. DE SUPERFICIE ANTI- (HBSAC);18280;661090;NBU;BAJA;10000
661095;HEPATITIS C, AC. IGG ANTI- (HCV AC IGG);18280;661095;NBU;BAJA;10000
661100;HIDATIDOSIS, AC. IGG O TOTALES ANTI- (IFI);20108;661100;NBU;BAJA;10000
661105;HIV, CARGA VIRAL;146240;661105;NBU;BAJA;10000
661110;HIV, WESTERN- BLOT;91400;661110;NBU;BAJA;10000
661115;MARCADOR TUMORAL DE OVARIO (CA 125);18280;661115;NBU;BAJA;10000
661120;MARCADOR TUMORAL DE MAMA (CA 15. 3);18280;661120;NBU;BAJA;10000
661125;MARCADOR TUMORAL DE COLON (CA 19. 9);18280;661125;NBU;BAJA;10000
661130;MICROALBUMINURIA / ALBUMINA URINARIA;11425;661130;NBU;BAJA;10000
661135;"MONITOREO DE FARMACOS PARA ENF. CRONICAS I
(ANTICONVULSIVANTES I)";13710;661135;NBU;BAJA;10000
661136;"MONITOREO DE FARMACOS PARA ENF. CRONICAS II
(ANTICONVULSIVANTES II)";21936;661136;NBU;BAJA;10000
661137;"MONITOREO DE FARMACOS PARA ENF. CRONICAS III
(ANTICONVULSIVANTES III)";54840;661137;NBU;BAJA;10000
661140;MYCOPLASMA PNEUMONIAE AC ANTI-IGG;16452;661140;NBU;BAJA;10000
661142;PREPARACION DE SANGRE A TRANSFUNDIR (MODULO TRANSFUSIONAL);107852;661142;NBU;BAJA;10000
661145;RUBEOLA, AC. IGG ANTI-;13710;661145;NBU;BAJA;10000
661150;RUBEOLA, AC. IGM ANTI-;13710;661150;NBU;BAJA;10000
661160;TORCH (TOXOPLASMOSIS , RUBEOLA, CITOMEGALOVIRUS Y HERPES 1 Y 2 );45700;661160;NBU;BAJA;10000
661170;"SUBUNIDAD BETA DE GONADOTROFINA CORIONICA
(CUALITATIVA) - HCG O ?-HCG - SUB ?";7312;661170;NBU;BAJA;10000
661175;"SUBUNIDAD BETA DE GONADOTROFINA CORIONICA
(CUANTITATIVA) -  HCG O ?-HCG - SUB ?";12796;661175;NBU;BAJA;10000
661180;"TEST RAPIDO EN FAUCES PARA STREPTOCOCCUS ?- HEMOLITICO GRUPO ""A""";13710;661180;NBU;BAJA;10000
661185;TESTOSTERONA BIODISPONIBLE;22850;661185;NBU;BAJA;10000
661196;"SCREENING NEONATAL X 6 (TSH, FENIL ALANINA Y TIR - BIOTINIDASA, GALACTOSEMIA Y 17-HO-
PROGESTERONA - NEONATALES)";56668;661196;NBU;BAJA;10000
661200;URGENCIAS.-;2742;661200;NBU;BAJA;10000
661530;IGA CUANTITATIVA EN LCR (INMUNOTURBIDIMETRIA);27420;661530;NBU;BAJA;10000
662001;ABC - ACTO BIOQUIMICO COMPLEMENTARIO;5484;662001;NBU;BAJA;10000
662008;ACANTHAMOEBA SPP;13710;662008;NBU;BAJA;10000
662009;ACANTHAMOEBA - PCR;82260;662009;NBU;BAJA;10000
662011;ACAROS Y ARTROPODOS, INVESTIGACION DE VECTORES;9140;662011;NBU;BAJA;10000
662017;ACETILCOLINA;22850;662017;NBU;BAJA;10000
662025;ACETILCOLINA, AC. ANTI- RECEPTORES (ACRA);91400;662025;NBU;BAJA;10000
662034;ACETILCOLINESTERASA ERITROCITARIA (ACHE);10968;662034;NBU;BAJA;10000
662051;ACETONA CUANTITATIVA - SERICA;17366;662051;NBU;BAJA;10000
662059;ACETONA CUANTITATIVA - URINARIA;17366;662059;NBU;BAJA;10000
662068;ACIDO 3 METIL-INDOL;31990;662068;NBU;BAJA;10000
662085;ACIDO 5 HIDROX-INDOL ACETICO (HPLC);21022;662085;NBU;BAJA;10000
662093;ACIDO ACETOACETICO;15538;662093;NBU;BAJA;10000
662102;ACIDO ALFA CETONICO;10968;662102;NBU;BAJA;10000
662111;ACIDO BETA HIDROXIBUTIRICO;17366;662111;NBU;BAJA;10000
662119;ACIDO CITRICO - PLASMATICO;13710;662119;NBU;BAJA;10000
662120;ACIDO CITRICO - URINARIO;13710;662120;NBU;BAJA;10000
662128;ACIDO FENIL ACETICO (AFA);17366;662128;NBU;BAJA;10000
662136;ACIDO FENIL GLIOXILICO;14624;662136;NBU;BAJA;10000
662153;ACIDO FOLICO - INTRAERITROCITARIO;12796;662153;NBU;BAJA;10000
662162;ACIDO FORMICO;14624;662162;NBU;BAJA;10000
662170;ACIDO FOSFATIDICO, AC. IGG ANTI-;27420;662170;NBU;BAJA;10000
662179;ACIDO FOSFATIDICO, AC. IGM ANTI-;27420;662179;NBU;BAJA;10000
662181;ACIDO FUROICO;14624;662181;NBU;BAJA;10000
662182;ACIDO GAMMA-AMINOBUTIRICO (GABA);182800;662182;NBU;BAJA;10000
662183;ACIDO GLUTAMICO;27420;662183;NBU;BAJA;10000
662184;ACIDO GUANIDINACETICO;100540;662184;NBU;BAJA;10000
662187;ACIDO HIPURICO - URINARIO;13710;662187;NBU;BAJA;10000
662205;ACIDO HOMOVANILICO - HVA;18280;662205;NBU;BAJA;10000
662222;ACIDO INDOLACETICO, 5 HIDROXI -3-METIL;17366;662222;NBU;BAJA;10000
662236;ACIDO LACTICO - LCR;17366;662236;NBU;BAJA;10000
662239;ACIDO LACTICO - URINARIO;17366;662239;NBU;BAJA;10000
662247;ACIDO LISERGICO (LSD);17366;662247;NBU;BAJA;10000
662252;ACIDO MALICO;54840;662252;NBU;BAJA;10000
662256;ACIDO MANDELICO;17366;662256;NBU;BAJA;10000
662264;ACIDO METIL HIPURICO;17366;662264;NBU;BAJA;10000
662273;ACIDO METIL MALONICO;17366;662273;NBU;BAJA;10000
662277;ACIDO MUCONICO;17366;662277;NBU;BAJA;10000
662281;ACIDO OROTICO;95056;662281;NBU;BAJA;10000
662296;ACIDO OXALICO - SERICO;20108;662296;NBU;BAJA;10000
662299;ACIDO OXALICO - URINARIO (2/ 12 / 24 HS. - C/U);13710;662299;NBU;BAJA;10000
662307;ACIDO PERCLORICO;0;662307;NBU;BAJA;10000
662316;ACIDO PIRUVICO - SERICO;11882;662316;NBU;BAJA;10000
662328;ACIDO SALICILICO - SERICO;10968;662328;NBU;BAJA;10000
662330;ACIDO SALICILICO - URINARIO;10968;662330;NBU;BAJA;10000
662341;ACIDO SIALICO;17366;662341;NBU;BAJA;10000
662346;ACIDO SUCCINICO;54840;662346;NBU;BAJA;10000
662350;ACIDO TIOGLICOLICO;17366;662350;NBU;BAJA;10000
662358;ACIDO TRICLOROACETICO;16452;662358;NBU;BAJA;10000
662367;ACIDOS BILIARES - SERICOS;27420;662367;NBU;BAJA;10000
662375;ACIDOS GRASOS DE CADENA MUY LARGA;111508;662375;NBU;BAJA;10000
662379;ACIDOS GRASOS NO ESTERIFICADOS (NEFA);9140;662379;NBU;BAJA;10000
662393;ACIDOS ORGANICOS - URINARIOS;111508;662393;NBU;BAJA;10000
662401;ACIL CARNITINAS - PLASMATICOS;109680;662401;NBU;BAJA;10000
662405;ACTINA AC (AAC) - IFI;0;662405;NBU;BAJA;10000
662410;ACUAPORINA 4 - NEUROMIELITIS OPTICA–AC. IGG (NMO- AC. IGG);91400;662410;NBU;BAJA;10000
662417;ADENOSIN DEAMINASA - LCR;21936;662417;NBU;BAJA;10000
662418;ADENOSIN DEAMINASA - LIQUIDO PLEURAL;21936;662418;NBU;BAJA;10000
662427;ADENOVIRUS, AC. IGG O TOTALES, ANTI-;16452;662427;NBU;BAJA;10000
662435;ADENOVIRUS, AC. IGM, ANTI-;16452;662435;NBU;BAJA;10000
662444;ADENOVIRUS, AG;21936;662444;NBU;BAJA;10000
662446;ADENOVIRUS - PCR;82260;662446;NBU;BAJA;10000
662448;ADENOVIRUS - CARGA VIRAL;137100;662448;NBU;BAJA;10000
662452;ADRENAL, AC. TOTALES ANTI-;59410;662452;NBU;BAJA;10000
662461;ALDOSTERONA - URINARIA;13710;662461;NBU;BAJA;10000
662469;ALDRIN;54840;662469;NBU;BAJA;10000
662495;"ALFA 1 ANTITRIPSINA, CLEARENCE DE (?1 AT - CLEARENCE)
- M.F. / SERICA";18280;662495;NBU;BAJA;10000
662508;ALFA 1 GLUCOPROTEINA ACIDA (OROSOMUCOIDE);0;662508;NBU;BAJA;10000
662521;ALFA 2 ANTIPLASMINA;36560;662521;NBU;BAJA;10000
662538;ALFA-BHC (?-HCH) - ALFA-HEXACLORURO DE BENCENO - ALFA-HEXACLORAN - ALFA-LINDANO - ?-1,2,3,4,5,6- HEXACLOROCICLOHEXANO;54840;662538;NBU;BAJA;10000
662547;ALFA GALACTOSIDASA (FABRY);118820;662547;NBU;BAJA;10000
662555;ALFA GLUCOSIDASA NEUTRA - SEMEN;22850;662555;NBU;BAJA;10000
662559;ALFA L IDURONIDASA;100540;662559;NBU;BAJA;10000
662561;ALFA MANOSIDASA;0;662561;NBU;BAJA;10000
662563;ALFA NITROSO BETA NAFTOL, PRUEBA DE;8226;662563;NBU;BAJA;10000
662572;ALPRAZOLAM;22850;662572;NBU;BAJA;10000
662587;ALUMINIO - PELO;27420;662587;NBU;BAJA;10000
662589;ALUMINIO - SERICO;20108;662589;NBU;BAJA;10000
662591;ALUMINIO - URINARIO;20108;662591;NBU;BAJA;10000
662598;AMETRYN;54840;662598;NBU;BAJA;10000
662606;AMIKACINA;20108;662606;NBU;BAJA;10000
662620;AMINOACIDOS - LCR (CROMATOGRAFIA CUANTITATIVA);137100;662620;NBU;BAJA;10000
662623;AMINOACIDOS - SERICO (CROMATOGRAFIA CUANTITATIVA);137100;662623;NBU;BAJA;10000
662624;AMINOACIDOS - SANGRE SECA EN PAPEL DE FILTRO - SSPF (CUANTITATIVO);137100;662624;NBU;BAJA;10000
662627;AMINOACIDOS - URINARIOS (CROMATOGRAFIA CUANTITATIVA);137100;662627;NBU;BAJA;10000
662630;AMINOACIDOS - URINARIOS (CUALITATIVO);20108;662630;NBU;BAJA;10000
662649;AMONIO - URINARIO;18280;662649;NBU;BAJA;10000
662657;ANAEROBIOS (CULTIVO);27420;662657;NBU;BAJA;10000
662666;ANDROSTENEDIOL GLUCURONIDO (ALFA DIOL GLUCURONIDO);22850;662666;NBU;BAJA;10000
662675;ANDROSTENEDIONA, DELTA 4- (?4);10968;662675;NBU;BAJA;10000
662688;ANFETAMINAS / METANFETAMINAS, CONFIRMATORIO;109680;662688;NBU;BAJA;10000
662700;ANGELMAN, SINDROME DE;301620;662700;NBU;BAJA;10000
662704;ANION GAP;914;662704;NBU;BAJA;10000
662706;ANTIBIOGRAMA - AUTOMATIZADO;45700;662706;NBU;BAJA;10000
662709;ANTICOAGULANTE LUPICO;27420;662709;NBU;BAJA;10000
662712;ANTIDIURETICA, HORMONA (HAD) -VASOPRESINA;73120;662712;NBU;BAJA;10000
662713;"ANTIDIURETICA, HORMONA - URINARIA (HAD U) -
VASOPRESINA URINARIA";73120;662713;NBU;BAJA;10000
662717;ANTIGENOS BACTERIANOS, SCREENING (HAEMOF..INFL, NEIS. MENING., STREPT. PNEUM.);73120;662717;NBU;BAJA;10000
662730;ANTIGENO PROSTATICO ESPECIFICO, COMPLEJADO (PSA C);22850;662730;NBU;BAJA;10000
662734;ANTIGENO PROSTATICO ESPECIFICO, LIBRE+TOTAL (PSA- L+T);32904;662734;NBU;BAJA;10000
662739;"ANTIGENOS - PANEL GINECOLOGICO - PCR (CHAMYDIA
TRACHOMATIS / MYCOPLASMA  HOMINIS / MYCOPLASMA GENITALIUM / UREAPLASMA UREALYTICUM / NEISSERIA GONORRHOEAE)";137100;662739;NBU;BAJA;10000
662743;ANTIGENOS VIRALES - PANEL DE DIARREICOS - PCR;137100;662743;NBU;BAJA;10000
662745;ANTIGENOS VIRALES - PANEL DE RESPIRATORIOS - BASICO;82260;662745;NBU;BAJA;10000
662749;ANTIGENOS VIRALES - PANEL DE RESPIRATORIOS  - PCR BASICO;164520;662749;NBU;BAJA;10000
662751;ANTIGENOS VIRALES - PANEL DE RESPIRATORIOS  - PCR EXTENDIDO;210220;662751;NBU;BAJA;10000
662769;ANTIMICOGRAMA LEVADURAS, SCREENING;27420;662769;NBU;BAJA;10000
662780;ANTIMONIO - SERICO;16452;662780;NBU;BAJA;10000
662782;ANTIMONIO - URINARIO;16452;662782;NBU;BAJA;10000
662790;ANTIMULLERIANA, HORMONA (HAM);68550;662790;NBU;BAJA;10000
662803;ANTITROMBINA III FUNCIONAL;22850;662803;NBU;BAJA;10000
662810;APOLIPOPROTEINA A (APOA);10054;662810;NBU;BAJA;10000
662811;APOLIPOPROTEINA B (APOB);10054;662811;NBU;BAJA;10000
662815;APOLIPOPROTEINA E, GENOTIPO (APO E);160864;662815;NBU;BAJA;10000
662820;ARILSULTASA A - EN LEUCOCITOS;137100;662820;NBU;BAJA;10000
662822;ARILSULTASA A - SERICA;137100;662822;NBU;BAJA;10000
662834;ARSENICO - PELO;27420;662834;NBU;BAJA;10000
662837;ARSENICO - UÑA;27420;662837;NBU;BAJA;10000
662846;ASPERGILLIUS, AC. ANTI-;21936;662846;NBU;BAJA;10000
662850;ATRAZINA;54840;662850;NBU;BAJA;10000
662852;AUTOHEMOLISIS, PRUEBA DE;3656;662852;NBU;BAJA;10000
662854;BACILUS ANTHRACIS, CULTIVO Y TIPIFICACION;18280;662854;NBU;BAJA;10000
662858;"BACTERIAS RESISTENTES A CARBAPENEMES - PCR O
SIMILAR";86830;662858;NBU;BAJA;10000
662863;BANDAS OLIGOCLONALES, EN L.C.R. / SUERO;388450;662863;NBU;BAJA;10000
662888;BARBITURATOS, CONFIRMATORIO;109680;662888;NBU;BAJA;10000
662896;BARIO - SERICO;20108;662896;NBU;BAJA;10000
662897;BARIO - URINARIO;20108;662897;NBU;BAJA;10000
662912;BARTONELLA HENSELAE, AC. IGG ANTI-;45700;662912;NBU;BAJA;10000
662914;BARTONELLA HENSELAE, AC. IGM ANTI-;45700;662914;NBU;BAJA;10000
662931;BENCENO-ETILBENCENO-TOLUENO-XILENO (BETX);54840;662931;NBU;BAJA;10000
662945;BENZODIAZEPINAS, CONFIRMATORIO;109680;662945;NBU;BAJA;10000
662963;BERILIO - SERICO;20108;662963;NBU;BAJA;10000
662965;BERILIO - URINARIO;20108;662965;NBU;BAJA;10000
662980;BETA 2 GLICOPROTEINA, AC. IGA ANTI-;27420;662980;NBU;BAJA;10000
662982;BETA 2 GLICOPROTEINA, AC. IGG ANTI-;27420;662982;NBU;BAJA;10000
662984;BETA 2 GLICOPROTEINA, AC. IGM ANTI-;27420;662984;NBU;BAJA;10000
663016;BETA-BHC (?-HCH) - BETA-HEXACLORURO DE BENCENO - BETA-HEXACLORAN - BETA-LINDANO - BETA-1,2,3,4,5,6- HEXACLOROCICLOHEXANO;54840;663016;NBU;BAJA;10000
663025;BETA CROSS LAPS - CTX-C - TELOPEPTIDO DE COLAGENO TIPO I;29248;663025;NBU;BAJA;10000
663034;BETA GALACTOSIDASA;118820;663034;NBU;BAJA;10000
663042;BETA GLUCOCEREBROSIDASA;118820;663042;NBU;BAJA;10000
663051;BETA LACTAMASA;9140;663051;NBU;BAJA;10000
663056;BETA LIBRE HCG;34732;663056;NBU;BAJA;10000
663062;BETA MANOSIDASA;0;663062;NBU;BAJA;10000
663065;BICARBONATO, EN ORINA;9140;663065;NBU;BAJA;10000
663067;BIOTINA;274200;663067;NBU;BAJA;10000
663068;BIOTINIDAZA, CONFIRMATORIO;109680;663068;NBU;BAJA;10000
663076;BLADER TEST ANTIGENO - NMP22 (B.T.A.);0;663076;NBU;BAJA;10000
663085;BLASTOMYCES DERMATITIDIS, AC (FASE LEV);31990;663085;NBU;BAJA;10000
663093;BNP (FACTOR NATRIURETICO);86830;663093;NBU;BAJA;10000
663102;BORDETELLA PERTUSIS, AC. IGG ANTI-;31990;663102;NBU;BAJA;10000
663110;BORDETELLA PERTUSIS, AC. IGM ANTI-;33818;663110;NBU;BAJA;10000
663119;BORDETELLA PERTUSIS, AG;36560;663119;NBU;BAJA;10000
663120;BORDETELLA PERTUSIS -  PCR;82260;663120;NBU;BAJA;10000
663128;BORRELLIA BUGDORFERI, AC. IGG ANTI-;31990;663128;NBU;BAJA;10000
663136;BORRELLIA BUGDORFERI, AC. IGM ANTI-;33818;663136;NBU;BAJA;10000
663141;BRCA 1 BRCA 2, GRANDES DELECCIONES Y DUPLICACIONES (MLPA);914000;663141;NBU;BAJA;10000
663143;BRCA 1 BRCA 2, SECUENCIACION COMPLETA;1828000;663143;NBU;BAJA;10000
663145;BRCA 1-2, PANEL ASHKENAZI;342750;663145;NBU;BAJA;10000
663147;BRCA 1-2, PANEL ASHKENAZI - SEFARADI;411300;663147;NBU;BAJA;10000
663153;BROMURO - SERICO;18280;663153;NBU;BAJA;10000
663158;BRUCELLAS, TEST DE WRIGHT;9140;663158;NBU;BAJA;10000
663159;BRUCELLAS, TEST DE WRIGHT, CON 2-MERCAPTOETANOL (W-2ME);10968;663159;NBU;BAJA;10000
663162;BRUCELOSIS (IFI);10968;663162;NBU;BAJA;10000
663170;BRUCELOSIS (FIJACION DE COMPLEMENTO);4570;663170;NBU;BAJA;10000
663179;BRUCELOSIS, AC. IGG O TOTALES ANTI-;10968;663179;NBU;BAJA;10000
663187;BRUCELOSIS, AC. IGM ANTI-;10968;663187;NBU;BAJA;10000
663190;BRUCELOSIS, AC. INCOMPLETOS ANTI-;13710;663190;NBU;BAJA;10000
663230;ACTIVIDAD ANTI-XA DEL RIVAROXABAN;164520;663230;NBU;BAJA;10000
663239;CA 21-1 (MARCADOR TUMORAL DE PULMON) - CYFRA 21-1;54840;663239;NBU;BAJA;10000
663247;CA 72-4 (MARCADOR TUMORAL GASTRICO);45700;663247;NBU;BAJA;10000
663254;CADENA LIVIANA KAPPA, LIBRE (NEFELOMETRIA);118820;663254;NBU;BAJA;10000
663257;CADENA LIVIANA LAMBDA, LIBRE (NEFELOMETRIA);118820;663257;NBU;BAJA;10000
663259;CADENAS PESADAS EN SANGRE Y ORINA C/U;36560;663259;NBU;BAJA;10000
663262;CADMIO (CD) - PELO;22850;663262;NBU;BAJA;10000
663264;CADMIO (CD) - SANGUINEO;20108;663264;NBU;BAJA;10000
663273;CALCIDIOIDEMICOSIS - INMUNODIF;0;663273;NBU;BAJA;10000
663290;CALCIO (CA) - PELO;22850;663290;NBU;BAJA;10000
663292;CALCIO (CA) - SALIVA;22850;663292;NBU;BAJA;10000
663307;CALCULO - BILIAR, SALIVAL, URINARIO - ESTUDIO CRISTALOGRAFICO (C/U);18280;663307;NBU;BAJA;10000
663310;CALPROTECTINA (CPMF);91400;663310;NBU;BAJA;10000
663316;CAMPYLOBACTER SPP, CULTIVO;0;663316;NBU;BAJA;10000
663318;CAMPYLOBACTER SPP, DIRECTO (ELISA);18280;663318;NBU;BAJA;10000
663320;CAMPYLOBACTER SPP, DIRECTO (MICROSCOPIA);10968;663320;NBU;BAJA;10000
663324;CANDIDA ALBICANS, AC. TOTALES;13710;663324;NBU;BAJA;10000
663333;CANDIDA, ELECTROFORESIS DE CAMP;0;663333;NBU;BAJA;10000
663350;CANNABINOIDES, CONFIRMATORIO (MARIHUANA - CONFIRMATORIO - GC-MS);109680;663350;NBU;BAJA;10000
663375;CARBOXIHEMOGLOBINA;13710;663375;NBU;BAJA;10000
663384;CARDIOLIPINAS, AC. IGA ANTI-;18280;663384;NBU;BAJA;10000
663392;CARDIOLIPINAS, AC. IGG ANTI-;16452;663392;NBU;BAJA;10000
663401;CARDIOLIPINAS, AC. IGM ANTI-;16452;663401;NBU;BAJA;10000
663427;CARIOTIPO CON BANDEO - ALTA RESOLUCION (ALTA SENSIBILIDAD);210220;663427;NBU;BAJA;10000
663430;CARIOTIPO, CON BANDEO;127960;663430;NBU;BAJA;10000
663435;CARIOTIPO - LIQUIDO ANMIOTICO;319900;663435;NBU;BAJA;10000
663440;CARIOTIPO - MATERIAL DE ABORTO;182800;663440;NBU;BAJA;10000
663443;CARIOTIPO - MEDULA OSEA (CITOGENETICO DE MO);127960;663443;NBU;BAJA;10000
663446;CARIOTIPO - VELLOSIDADES CORIONICAS;319900;663446;NBU;BAJA;10000
663461;CARNITINA, LIBRE Y TOTAL - SUERO;146240;663461;NBU;BAJA;10000
663463;CARNITINA, LIBRE Y TOTAL - URINARIO;146240;663463;NBU;BAJA;10000
663478;CATECOLAMINAS - LCR;22850;663478;NBU;BAJA;10000
663495;CD34 POSITIVAS - CITOMETRIA DE FLUJO;31990;663495;NBU;BAJA;10000
663504;CD10/CD19 - CITOM. DE FLUJO;31990;663504;NBU;BAJA;10000
663512;"CD3/CD16+56, CELULAS NATURAL KILLER (NK) - CITOM.
DE FLUJO";31990;663512;NBU;BAJA;10000
663521;"CD25 RECEPTOR SOLUBLE DE INTERLUKINA 2 - CITOM.
DE FLUJO";31990;663521;NBU;BAJA;10000
663529;CD69/CD56;31990;663529;NBU;BAJA;10000
663538;"CD, SUBPOBLACION LINFOCITARIA - CITOMETRIA DE
FLUJO (C/U)";31990;663538;NBU;BAJA;10000
663543;CELULARIDAD EN LAGRIMAS;9140;663543;NBU;BAJA;10000
663546;CELULAS LE;6398;663546;NBU;BAJA;10000
663563;CENTROMERO, AC. ANTI-;20108;663563;NBU;BAJA;10000
663571;CHAGAS, AC. IGM ANTI- (ELISA);12796;663571;NBU;BAJA;10000
663572;CHAGAS, AC. IGM ANTI- (IFI);12796;663572;NBU;BAJA;10000
663576;CHAGAS, (PCR);82260;663576;NBU;BAJA;10000
663582;CHIKUNGUNYA , VIRUS (PCR);82260;663582;NBU;BAJA;10000
663585;CHITOTRIOSIDASA - SANGUINEA;100540;663585;NBU;BAJA;10000
663586;CHITOTRIOSIDASA - SANGUINEA/SOPORTE-PAPEL (FLUOROMETRICO);100540;663586;NBU;BAJA;10000
663589;CHLAMYDIA PNEUMONIAE, AC. IGM ANTI-;18280;663589;NBU;BAJA;10000
663591;CHLAMYDIA PNEUMONIAE - PCR;82260;663591;NBU;BAJA;10000
663598;CHLAMYDIA PSITACCI, AC. IGG ANTI-;16452;663598;NBU;BAJA;10000
663606;CHLAMYDIA PSITACCI, AC. IGM ANTI-;18280;663606;NBU;BAJA;10000
663609;CHLAMYDIA PSITACCI - PCR;82260;663609;NBU;BAJA;10000
663623;CHLAMYDIA TRACHOMATIS, AC. IGG ANTI-;16452;663623;NBU;BAJA;10000
663632;CHLAMYDIA TRACHOMATIS, AC. IGM ANTI-;18280;663632;NBU;BAJA;10000
663640;CHLAMYDIA TRACHOMATIS, AG;18280;663640;NBU;BAJA;10000
663649;CHLAMYDIA TRACHOMATIS, AG. PCR;82260;663649;NBU;BAJA;10000
663650;CHLAMYDIA TRACHOMATIS, CULTIVO CELULAR;86830;663650;NBU;BAJA;10000
663651;CHLAMYDIA TRACHOMATIS - LCR;0;663651;NBU;BAJA;10000
663657;CHOLERAE VIBRIO, CULTIVO;0;663657;NBU;BAJA;10000
663666;CIANUROS;20108;663666;NBU;BAJA;10000
663674;CICLOSPORINA A - SERICA;27420;663674;NBU;BAJA;10000
663683;CISTINA;13710;663683;NBU;BAJA;10000
663717;WHIPPLE, ENFERMEDAD DE (PCR PARA TROPHERYMA WHIPPELII);41130;663717;NBU;BAJA;10000
663720;CITOMEGALOVIRUS, DETECCION CUANTITATIVA - PCR;137100;663720;NBU;BAJA;10000
663722;CITOMEGALOVIRUS, DETECCION CUALITATIVA - PCR;63980;663722;NBU;BAJA;10000
663734;"CITOPLASMA DE NEUTROFILO, AC. ANTI- C/U (ANCA C, P
- C/U)";42958;663734;NBU;BAJA;10000
663751;CLEMENTS, PRUEBA DE;10968;663751;NBU;BAJA;10000
663756;TOXOPLASMA GONDII - PCR EN LCR;54840;663756;NBU;BAJA;10000
663760;CLOSTRIDIUM DIFFICILE, TOXINA A - MATERIA FECAL;73120;663760;NBU;BAJA;10000
663762;CLOSTRIDIUM DIFFICILE, TOXINAS (A + B) - MATERIA FECAL (INMUNOCROMATOGRAFIA);91400;663762;NBU;BAJA;10000
663786;COBALTO - PLASMATICO;18280;663786;NBU;BAJA;10000
663788;COBALTO - URINARIO;18280;663788;NBU;BAJA;10000
663814;COBRE - ERITROCITARIO;18280;663814;NBU;BAJA;10000
663820;COBRE - URINARIO;18280;663820;NBU;BAJA;10000
663828;COCAINA, GC-MS - CONFIRMATORIO;109680;663828;NBU;BAJA;10000
663837;COCCIDIOIDES INMITIS, AC. ANTI- BANDA F;0;663837;NBU;BAJA;10000
663845;COCCIDIOIDES INMITIS, AC. ANTI- BANDA TP;0;663845;NBU;BAJA;10000
663854;COCCIDIOIDES INMITIS, AC. ANTI- CIE;0;663854;NBU;BAJA;10000
663860;COCCIDIOIDES INMITIS, AC. IG TOTALES ANTI-;36560;663860;NBU;BAJA;10000
663862;COCCIDIOIDES INMITIS, AC. IGG ANTI-;25592;663862;NBU;BAJA;10000
663871;COCCIDIOIDES INMITIS, AC. IGM ANTI-;25592;663871;NBU;BAJA;10000
663880;COCLEARES, AC. ANTI- (ANTI- P68 KDA) (WESTERN BLOT);137100;663880;NBU;BAJA;10000
663888;CODEINA - SERICA;45700;663888;NBU;BAJA;10000
663890;CODEINA - URINARIA;45700;663890;NBU;BAJA;10000
663905;COFACTOR DE RISTOCETINA;54840;663905;NBU;BAJA;10000
663910;COLESTEROL NO HDL;5027;663910;NBU;BAJA;10000
