Código Nomenclador;Descripción;Q GAL;Q GAL AY;ANEST;Gto;Q Ay;Norma;Unidad Arancelaria;Forma de Facturación
260114;Flujo plasmático renal efectivo.;18;0;0;100;0;;C;
260115;Flujo sanguineo total renal (no incluye cateterismo renal).;22,5;0;0;100;0;;C;
260116;Volumen minuto cardíaco.;30;0;0;60;0;;C;
260117;Clearence tisular y/o muscular con radioisótopos. Evaluación sanguinea en piel y tejido subcutaneo.;30;0;0;60;0;;C;
260118;Flujo cerebral.;12;0;0;100;0;;C;
260119;Determinación de agua corporal total.;30;0;0;80;0;;C;
260120;Determinación de agua extracelular.;30;0;0;30;0;;C;
260121;Determinación de sodio total intercambiable y espacio de sodio.;30;0;0;50;0;;C;
260122;Determinación de potasio total intercambiable.;30;0;0;50;0;;C;
260123;Determinación del volumen sanguineo total globular y plasmático con radioisótopos.;25,5;0;0;90;0;;C;
260124;Vida media de hematíes. relación hepato-esplénica.-;36;0;0;90;0;;C;
260125;Vida media de hematíes.;25,5;0;0;90;0;;C;
260126;Vida media de leucocitos y/o plaquetas.;36;0;0;120;0;;C;
260127;Tiempo medio plasmático del FE59.;12;0;0;90;0;;C;
260128;Curva de utilización del FE59.;25,5;0;0;90;0;;C;
260129;Tiempo medio plasmático y curva de utilización del FE59.;36;0;0;140;0;;C;
260130;Diagnóstico de anemia permiciósa con vitamina B12 CO60 (test de Xhilling).;12;0;0;90;0;;C;
260131;Dosis terapéutica para tratamiento de policitermiavera con P32.;52,5;0;0;80;0;;C;
260132;Estudio de absorción con grasas marcadas con radioisótopos.;15;0;0;80;0;;C;
260133;Estudio de absorción y excreción de grasas marcadas con radioisótopos.;52,5;0;0;160;0;;C;
260134;Relación perfución ventilación con XE133.;22,5;0;0;80;0;;C;
260135;Tratamiento intaarticular con P32 u AU198 coloidal (incluye artrocentesis).;52,5;0;0;80;0;;C;
260136;Tratamiento paliativo con P32 de metastasis óseas de cancer de mama.;75;0;0;150;0;;C;
260137;Tratamiento con P32 u AU198 por diseminación tumoral en cavidades serosas (pleura, peritoneo, pericardio). Incluye pericardio-pleuro y peritoneo centesis.;45;0;0;100;0;;C;
260201;Centellograma de cerebro (dos posiciones).;35;0;0;90;0;;C;
260202;Por cada posición subsiguiente.;5;0;0;15;0;;C;
260203;Centellografía de médula ósea.;15;0;0;50;0;;C;
260204;Mielografía isotópica. Excluído honorario del cirujano.;25;0;0;60;0;;C;
260205;Cisternografía isotópica. Excluído honorarios del cirujano.;45;0;0;130;0;;C;
260206;Fístulografía isotópica del L.C.R. excluído honorario del cirujano.;35;0;0;90;0;;C;
260207;Ventriculografía isotópica. Excluído honorario del cirujano.;45;0;0;130;0;;C;
260208;Centellograma óseo (un área).;25;0;0;60;0;En la centellografía ose;C;
260209;Areas subsiguientes.;10;0;0;20;0;;C;
260210;Centellografía de articulaciones. Incluye artrocentesis.;15;0;0;50;0;;C;
260211;Centellograma de tiroides.;12;0;0;30;0;;C;
260212;Centellograma de tiroides y mediastino.;20;0;0;50;0;;C;
260213;Barrido total (para carcinoma de tiroides).;85;0;0;130;0;;C;
260214;Centellograma de paratiroides.;12;0;0;30;0;;C;
260215;Centellograma de glándulas salivales.;15;0;0;50;0;;C;
260216;Centellograma de pulmón (dos posiciones como mínimo).;30;0;0;80;0;;C;
260217;Centellograma hepático (dos posiciones como mínimo).;30;0;0;80;0;;C;
260218;Centellografía del Pool vascular hepático.;30;0;0;90;0;;C;
260219;Centellograma de páncreas.;30;0;0;80;0;;C;
260220;Centellograma de bazo.;30;0;0;80;0;;C;
260221;Centellograma renal (bilateral).;30;0;0;60;0;;C;
260222;Centellografía de Pool vascular renal.;30;0;0;80;0;;C;
260223;Centellograma de placenta.;30;0;0;60;0;;C;
260224;Centellograma de vías linfáticas (abdominoinguinales axilares y/o mediastinales).;30;0;0;80;0;;C;
260225;Por posiciones adicionales.;5;0;0;15;0;;C;
260301;ACTH.;8;0;0;30;0;;C;
260302;Aldosterona.;9;0;0;40;0;;C;
260303;Alfafetoproteínas.;8;0;0;30;0;;C;
260304;Antiuerpos antinucleares plasmáticos.;10;0;0;70;0;;C;
260305;Angiotensina I o II.;8;0;0;30;0;;C;
260306;Antígeno de la hepatitis B.;10;0;0;70;0;;C;
260307;AMP-Cíclico.;8;0;0;30;0;;C;
260308;Calcitonina.;8;0;0;30;0;;C;
260309;CEA (carcioma embriogénico).;8;0;0;30;0;;C;
260310;Cortisol.;8;0;0;30;0;;C;
260311;Digitoxina.;8;0;0;30;0;;C;
260312;Digoxina.;8;0;0;30;0;;C;
260313;Estradiol.;8;0;0;30;0;;C;
260314;Estrógenos totales.;8;0;0;30;0;;C;
260315;Estriol plasmático.;8;0;0;30;0;;C;
260316;Estrona.;8;0;0;30;0;;C;
260317;Ferritina plasmática.;9;0;0;30;0;;C;
260318;FSH.;8;0;0;30;0;;C;
260319;Glucagón plasmático.;9;0;0;30;0;;C;
260320;Lactógeno placentario.;8;0;0;30;0;;C;
260321;LH.;8;0;0;30;0;;C;
260322;Inmunoglobulina.;8;0;0;30;0;;C;
260323;Insulina;8;0;0;30;0;;C;
260324;Parathormona.;9;0;0;35;0;;C;
260325;Polipéptido inhibidor gástrico (G.I.P.) plasmático.;8;0;0;30;0;;C;
260326;Polipeptido intestinal vasoactivo (V.I.P.) plasma.;8;0;0;30;0;;C;
260327;Polipéptido pancrático.;8;0;0;30;0;;C;
260328;Proinsulina.;8;0;0;30;0;;C;
260329;Progesterona.;8;0;0;30;0;;C;
260330;Prolactina.;8;0;0;30;0;;C;
260331;Prostoglandina E., o F., o P.G.A., o P.G.B., o P.G.FI.;9;0;0;35;0;;C;
260332;Renina.;8;0;0;30;0;;C;
260333;Somatotrofína (STH).;8;0;0;30;0;;C;
260334;Testosterona.;10;0;0;50;0;;C;
260335;Tiroxina plasmática total (T4).;6;0;0;25;0;;C;
260336;Tiroxina efctiva (ERT).;6;0;0;25;0;;C;
260337;TRI-Iodotironina (T3).;6;0;0;25;0;;C;
260338;Tirotrofina (TSH).;8;0;0;30;0;;C;
260401;Prueba de estímulo de la secreción de somatotrofina (con determinacion de STH).Excluye el costo del medicamento a administrar.Incluye 4 determinaciones de cada uno de los principios a determinar.;30;0;0;150;0;;C;
260402;Prueba de freno de la secreción de somatotrofina (con determinación de somatotrofina).Excluye el costo del medicamento a administrar.Incluye 4 determinaciones de cada uno de los principios a determinar.;30;0;0;150;0;;C;
260403;Prueba de estímulo hipotálamo hipofisiaria (con determinación de FSH).Excluye el costo del medicamento a administrar.Incluye 3 determinaciones de cada uno de los principios a determinar.;25;0;0;120;0;;C;
260404;Prueba de estímulo hipotálamo hipofisiaria (con determinación de LH).Excluye el costo del medicamento a administrar.Incluye 3 determinaciones de cada uno de los principios a determinar.;25;0;0;120;0;;C;
260405;Prueba de estímulo conadal con hormona gonatropa coriónica (HGG) (con determinación de estrógenos totales).Excluye el costo del medicamento a administrar.Incluye 2 determinaciones de cada uno de los principios a determinar.;15;0;0;80;0;;C;
260406;Prueba de estímulo gonadal con HGG, (con determinación de testosterona).Excluye el costo del medicamento a administrar.Incluye 2 determinaciones de cada uno de los principios a determinar.;20;0;0;100;0;;C;
260407;Prueba de estímulo con TRH (con determinación de TSH y tiroxina plasmática)(T4).Excluye el costo del medicamento a administrar.Incluye 3 determinaciones de cada uno de los principios a determinar.;40;0;0;160;0;;C;
260408;Prueba de estímulo con TRH (con determinación de TSH).Excluye el costo del medicamento a administrar.Incluye 3 determinaciones de cada uno de los principios a determinar.;25;0;0;120;0;;C;
260409;Estímulo hipotalámico-hipofisiario (con determinación de ACTH).Excluye el costo del medicamento a administrar.Incluye 3 determinaciones de cada uno de los principios a determinar.;25;0;0;120;0;;C;
260410;Inhibición hipotalámico-hipofisiaria (con determinación de ACTH).Excluye el costo del medicamento a administrar.Incluye 3 determinaciones de cada uno de los principios a determinar.;25;0;0;120;0;;C;
260411;Pruebas de inhibición de Muquet o similares con determinación de cortisol.Excluye el costo del medicamento a administrar.Incluye 2 determinaciones de cada uno de los principios a determinar.;15;0;0;80;0;;C;
260412;Estudio del ritmo ciarcadiano de cortisol.Excluye el costo del medicamento a administrar.Incluye 2 determinaciones de cada uno de los principios a determinar.;15;0;0;80;0;;C;
260413;Prueba estímulo hipotalámica-hipofisiaria con determinación de prolactina.Excluye el costo del medicamento a administrar.Incluye 3 determinaciones de cada uno de los principios a determinar.;25;0;0;120;0;;C;
260414;Prueba de inhibición hipotalamica-hipofisiaria con determinación de prolactina.Excluye el costo del medicamento a administrar.Incluye 3 determinaciones de cada uno de los principios a determinar.;25;0;0;120;0;;C;
260501;Centellograma de cerebro (dos posiciones).Estudio estático.;52,5;0;0;70;0;;D;
260502;Por cada posición subsiguiente.Estudio estático.;7,5;0;0;15;0;;D;
260503;Centellografía de médula ósea.Estudio estático.;22,5;0;0;70;0;;D;
260504;Mielografía isotópica. Excluído honorario del cirujano.Estudio estático.;37,5;0;0;70;0;;D;
260505;Cisternografía isotópica. Excluído honorario del cirujano.Estudio estático.;67,5;0;0;120;0;;D;
260506;Fistulografía isotópica del L.C.R. Excluído honorario del cirujano.Estudio estático.;52,5;0;0;70;0;;D;
260507;Ventriculografía isotópica. Excluído honorario del cirujano.Estudio estático.;67,5;0;0;120;0;;D;
260508;Centellograma óseo (un área).? (X);37,5;0;0;70;0;N.R.:? Para Definición;D;
260509;Areas subsiguientes.? (X);15;0;0;15;0;;D;
260510;Centellografía de articulaciones. Incluye artrocentesis.Estudio estático.;22,5;0;0;70;0;;D;
260511;Centellograma de tiroides.Estudio estático.;18;0;0;60;0;;D;
260512;Centellograma de tiroides y mediastino.Estudio estático.;30;0;0;70;0;;D;
260513;Barrido total (para carcinoma de tiroides).Estudio estático.;127,5;0;0;140;0;;D;
260514;Centellograma de paratiroides.Estudio estático.;18;0;0;60;0;;D;
260515;Centellograma de glándulas salivales.Estudio estático.;22,5;0;0;60;0;;D;
260516;Centellograma de pulmón (2 posiciones como mínimo).Estudio estático.;45;0;0;70;0;;D;
260517;Centellograma hepático (2 posiciones como mínimo).Estudio estático.;45;0;0;60;0;;D;
260518;Centellografía del Pool vascular hepático.Estudio estático.;45;0;0;70;0;;D;
260519;Centellograma de páncreas.Estudio estático.;45;0;0;70;0;;D;
260520;Centellograma de bazo.Estudio estático.;45;0;0;70;0;;D;
260521;Centelograma renal (bilateral).Estudio estático.;45;0;0;70;0;;D;
260522;Centellograma del Pool vascular renal.Estudio estático.;45;0;0;70;0;;D;
260523;Centellograma de placenta.Estudio estático.;45;0;0;70;0;;D;
260524;Centellograma de vías linfáticas (abdominoinguinales axilares y/o mediastinales).Estudio estático.;45;0;0;70;0;;D;
260525;Angiografía radioscópica por área. Se entiende por áreas..;30;0;0;95;0;En éste código en los;D;
260526;Estudio dinámico renal.;45;0;0;120;0;;D;
260527;Radiocardiograma.;60;0;0;140;0;La realización del radio;D;
260528;Perfusión sanguínea miocárdica con radioisótopos: A) En estado de reposo.;30;0;0;95;0;;D;
260528;Perfusión sanguínea miocárdica con radioisótopos: B) Reposo y prueba de esfuerzo.;60;0;0;140;0;;D;
260529;Flebografía radioisotópica por áreas safenas femoral ilíacas, por cada una.;30;0;0;95;0;;D;
260530;Por área adicional.;15;0;0;20;0;;D;
260531;Dinámica del tránsito esófago-gástrico.;30;0;0;95;0;;D;
260532;Dinámica tránsito intestinal.;30;0;0;95;0;;D;
270101;Hemodiálisis con riñón artificial en insufuciencia aguda. Por sesión.;40;0;0;440;0;En este código los líqui;C;
270102;Hemodiálisis con riñón artifcial en insufuciencia crónica. Por sesión.? (X);20;0;0;440;0;En este código los líqui;C;
270103;Diálisis peritoneal.;20;0;0;220;0;;C;
280101;Espirometría. Comprende: Capacidad vital forzada, flujo espiratorio forzado, flujo medio forzado.? (X);7,5;0;0;18;0;Dictámenes del I.N.O.S.;C;
280102;Espirometría antes y después? de uso de broncodilatadores (incluye broncodilatadores).? (X);12;0;0;18;0;Dictámenes del I.N.O.S.;C;
280103;Broncoespirometría.;15;0;0;45;0;;C;
280104;Traqueoscopía.;9;0;0;20;0;Los estudios endoscóp;C;
280105;Broncoscopía con instrumental rígido.;37,5;0;0;70;0;Los estudios endoscóp;C;
280106;Broncofibroscopía.? (X);45;0;0;342;0;Los estudios endoscóp;C;
280107;Curva de flujo volumen (con o sin espirometría).;7,5;0;0;10;0;;C;
280108;Determinación de volúmenes pulmonares (comprende capacidad vital, capacidad inspiratoria, volumen residual funcional, capacidad pulmonar total y volumen de reserva espiratoria).;12;0;0;20;0;;C;
280109;Estudio de mecánica pulmonar (comprende distensibilidad pulmonar estática y dinámica - compliance - resistencia de las vías aéreas, conductancia y coeficiente de retracción, coeficiente de retracción elástica).;18;0;0;20;0;;C;
280110;Análisis de gases en aire espirado y en sangre arteriovenosa (comprende relación VD/VT, diferencia arterial de oxigeno y cálculo de corto circuíto arteriovenoso pulmonar o Shunt. Incluye esta prestación determinación de oxigeno y CO2 en aire espirado y s;18;0;0;20;0;Este código no está in;C;
290101;Electroencefalografía con activación simple.? (X);15;0;0;50;0;;C;
290102;Electroencelografía con activación compleja.;30;0;0;40;0;;C;
290103;Nistagmografía. Electrorretinografía.;15;0;0;40;0;;C;
290104;Electromiografía de miembros superiores o inferiores o facial.? (X);12;0;0;60;0;Este código habla de;C;NO FACTURABLE CON OTROS CODIGOS
290105;Electromiografía de los cuatro miembros.;30;0;0;60;0;;C;
290106;Electromiografía con velocidad de conducción.;22,5;0;0;60;0;Cuando se realiza la el;C;NO FACTURABLE CON OTROS CODIGOS
290107;Reflexograma patelar y/o aquiliano.;4,5;0;0;10;0;;C;
290108;Cronaximetría.;4,5;0;0;15;0;;C;
290109;Electrodiagnóstico.;4,5;0;0;15;0;;C;
290110;Reografía cerebral, cardíaca o vascular periférica.;15;0;0;40;0;;C;
300101;Oftalmodinamometría.- (bilateral);7,5;0;0;5;0;Los aranceles de esta;C;
300102;Campo visual (campimetría y/o perimetría).- (bilateral);18;0;0;5;0;Los aranceles de esta;C;
300104;Fondo de ojo y/o esquiascopía (con dilatación pupilar).- (bilateral) - (Incluido en consulta);0;0;0;0;0;Los aranceles de esta;C;INCLUIDO EN CONSULTA
300105;Tonometría.- (bilateral) - (Incluido en consulta).? (X);0;0;0;0;0;Los aranceles de esta;C;INCLUIDO EN CONSULTA
300106;Tonometría en ni?os con anestesia general.- (bilateral);22,5;0;0;15;0;;C;
300107;Ejercicios ortópticos, por sesión.- (bilateral) - (Incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
300108;Gonioscopía.- (bilateral);7,5;0;0;5;0;;C;
300109;Curva tensional.- (bilateral);12;0;0;15;0;;C;
300110;Tonografía (con tonógrafo electrónico).- (bilateral);7,5;0;0;15;0;;C;
300111;Retinografía con tres placas.- (unilateral);9;0;0;50;0;Dictámenes del I.N.O.S.;C;UNICO CODIGO
300112;Retinografía con tres placas.- (bilateral);12;0;0;60;0;Dictámenes del I.N.O.S.;C;UNICO CODIGO
300113;Retinofluorescencia.- (unilateral);22,5;0;0;50;0;"Este código ""Retinofluo";C;UNICO CODIGO
300114;Exoftalmometría.- (bilateral) - (Incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
300115;Extracción de cuerpo extra?o conjuntival.- (bilateral) - (Incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
300116;Extracción de cuerpo extra?o en córnea.- (unilateral).? (X);4,5;0;0;3;0;;C;
300117;Depilación eléctrica del párpado (de todos los elementos afectados).- (unilateral);4,5;0;0;10;0;;C;
300118;Dilatación de conducto lacrimonasal con intubación.- (unilateral)? (X);27;0;0;5;0;;C;
300119;Oftalmoscopía indirecta binocular con equema de fondo de ojo.- (bilateral);7,5;0;0;5;0;;C;
300120;Estudio de fijación en el estrabismo (con visuscopio).- (bilateral);12;0;0;5;0;;C;
300121;Cateterización de conducto lacrimonasal.- (bilateral) - (Incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
300122;Exoftalmología (incluye prescripción de cristales, su control posterior, tonometría y fondo de ojo).- (bilateral)? (X);18;0;0;6;0;Este código incluye la;C;
310101;Examen funcional laberíntico.;4,5;0;0;10;0;;C;
310102;Audiometría.? (X);4,5;0;0;5;0;;C;
310103;Logoaudiometría.;6;0;0;5;0;;C;
310104;Pruebas supraliminares, cada una.;4,5;0;0;5;0;;C;
310105;Selección de otoamplífonos.;4,5;0;0;10;0;;C;
310107;Técnica de Proetz, hasta diez sesiones.;7,5;0;0;20;0;La técnica de Proetz n;C;
310108;Insufalción de las trompas de Eustaquio, (maximo cinco sesiones) por cada una.- (Incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
310109;Impedanciometría.;10,5;0;0;10;0;Este código no puede;C;
310110;Examen funcional de nariz (rinomanometría).;15;0;0;60;0;;C;
310111;Extracción de cuerpo extra?o en oído. Extracción de tapón de cerumen. (Uni o bilateral).? (X);4,5;0;0;5;0;;C;
310112;Taponamiento nasal anterior.;3;0;0;5;0;;C;
310113;Taponamiento nasal anteroposterior.;4,5;0;0;5;0;;C;
310114;Extracción de cuerpo extra?o en nariz.- (Incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
310115;Cauterización de nariz.? (X);4,5;0;0;5;0;;C;
310116;Lavaje de seno paranasal uni o bilateral.- (Incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
310117;Laringoscopía indirecta diagnóstica.- (Incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
310118;Laringoscopía directa.? (X);15;0;0;30;0;Los estudios endoscóp;C;
310119;Expresión de adenoides o? lavaje rinoadenoideo.- (Incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
310120;Extracción de cálculo salival, sin incisión cateterización, dilatación de conducto salival.;4,5;0;0;5;0;;C;
310121;Inyección de sustancia radiopaca para broncografía.;3;0;0;0;0;;C;
310122;Otomicroscopía.;4,5;0;0;10;0;;C;
320104;Atención del recíen nacido normal o patológico en sala de partos.? (X);87,75;0;0;0;0;La facturación de este;F;
330101;Psicoterapias individuales, ni?os o adultos, por sesión mínima de 40 minutos practicadas por especialistas (con o sin psicodiagnostico) debidamente autorizadas. Narcoterapia.;19,5;0;0;0;0;(X: Se recomienda hasta 24 sesiones por a?o en no más de 6 meses de tratamiento).;C;
330102;Psicoterapias grupales o colectivas, ni?os o adultos por sesión mínima de 60 minutos practicada por especialistas debidamente autorizados, por paciente.;3,75;0;0;0;0;;C;
330103;Psicoterapia de pareja o familia, por sesión mínima de 50 minutos.;19,5;0;0;0;0;;C;
330107;Goteo con psicofármacos en los enfermos no internados.;9,75;0;0;15;0;Dado que el nomenclad;C;
330109;Sue?o prolongado. Por día. Incluye las visitas durante ese período.;6;0;0;0;0;Dado que el nomenclad;C;
330110;Reflejos condicionados (hasta 15 sesiones). Por sesión.;6;0;0;0;0;;C;
330111;Prueba psicométricas (batería de un mínimo de cuatro tests).;29,25;0;0;0;0;(X:? Se recomienda sólo en ni?os, una por a?o).;C;
330112;Pruebas proyectivas. Perfil de personalidad (batería de un mínimo de 4 tests).;58,5;0;0;0;0;Las pruebas proyectiva;C;
340101;Radioscopía simple (como único estudio).A;5,25;0;0;20;0;;D;
340102;Radioscopía con intensificador de imágenes(agregar al código correspondiente).D;5,25;0;0;60;0;;D;
340103;Radioscopía con circuito cerrado de televisión (agregar al código correspondiente).D.? (X);5,25;0;0;60;0;;D;
340201;Radiografía del cráneo, cara, senos paranasales o cavún, primera exposición.B;6,75;0;0;25;0;;D;
340202;Por exposición subsiguiente.B;2,25;0;0;20;0;;D;
340203;Hueso temporal o agujeros ópticos, comparativos, por incidencia y por par.B;9,75;0;0;30;0;;D;
340204;Articulación témporomandibular, tres posiciones, comparativas.B;9,75;0;0;30;0;;D;
340205;Ortopantomografía (radiografía panorámica de craneo o cara) primera exposición.I;9,75;0;0;60;0;;D;
340206;Por exposición subsiguiente.I;5,25;0;0;60;0;;D;
340207;Telerradiografía de cráneo y/o perfil facial con cefalostato: primera exposición.G;5,25;0;0;60;0;;D;
340208;Por exposición subsiguiente.G;2,25;0;0;50;0;;D;
340209;Radiografía de raquis (columna) primera exposición.B;6,75;0;0;30;0;En el caso de facturaci;D;
340210;Por exposición subsiguiente.B;2,25;0;0;25;0;;D;
340211;Radiografía de hombro, húmero, pelvis, cadera y fémur primera exposición.A? (X);6,75;0;0;30;0;;D;
340212;Por exposición subsiguiente.A;2,25;0;0;25;0;;D;
340213;Radiografía de codo, antebrazo, mu?eca, mano, dedos, rodilla, pierna, tobillo y pie: 2 por placa.A? (X);6,75;0;0;30;0;;D;
340214;Medición comparativa de miembros inferiores (ortorradiografía) por estudio.B;7,5;0;0;40;0;;D;
340215;Radiografía ampliada o macrorradiografía. A;5,25;0;0;30;0;;D;
340216;Artrografía (sin honorario de especialista) primera exposición.A (+ 12.08.01).;5,25;0;0;25;0;;D;
340217;Por exposición subsuiguiente.A;2,25;0;0;20;0;En los estudios artográ;D;
340218;Una placa (apical).A;2,25;0;0;6;0;;D;
340219;Una placa(ocusal).A;5,25;0;0;15;0;;D;
340220;Semiseriada hasta 7 (siete) placas.A;7,5;0;0;25;0;;D;
340221;Seriada de 7(siete) a 14 (catorce) placas.A;12;0;0;45;0;;D;
340301;Radiografía o telerradiografía de torax: con o sin trazado de diámetros cardíacos, con o sin relleno esofágico de primera exposición.A? (X);6,75;0;0;25;0;;D;
340302;Por exposición subsiguiente.A;2,25;0;0;21;0;;D;
340303;Broncografía (sin endoscopía, sin anestesia general) cada pulmón, mínimo 4 exposiciones por estudio.B;12;0;0;65;0;;D;
340304;Neumomedistino: frente y perfíl (sin honorario de especialista).B;7,5;0;0;45;0;;D;
340401;Sialografía por glándula y por lado:por estudio con un mínimo de tres placas.B;7,5;0;0;50;0;;D;
340402;Esófago, estudio radiológico seriado (como mínimo 2 placas 4 expocsiciones) como único estudio.C @? (X);7,5;0;0;50;0;;D;
340403;Estómago y duodeno, estudio seriado (mínimo 10 exposiciones) por estudio.C @? (X);15;0;0;100;0;;D;
340404;Estómago y duodeno con técnica de doble contraste (mínimo 12 exposiciones).C @;24,75;0;0;120;0;;D;
340405;Estudio seriado esofagogastroduodenal (mínimo 12 exposiciones)? por estudio. C @? (X);24,75;0;0;130;0;Cuando se requiera est;D;
340406;Duodenografía hipotónica (mínimo 4 placas) por estudio (incluye sondaje duodenal).C @;24,75;0;0;60;0;;D;
340407;Tránsito de intestino delgado o de colon (mínimo 3 placas) por estudio.C @;7,5;0;0;70;0;;D;
340408;Estudio radiológico seriado ileocecoapendicular (mínimo 2 placas) por estudio.C @;7,5;0;0;25;0;;D;
340409;Colon por enema y evacuado (mínimo 3 placas) por estudio.A @;5,25;0;0;60;0;;D;
340410;Colon por enema y evacuado (mínimo 5 placas) por estudio.C @? (X);24,75;0;0;60;0;;D;
340411;Colon por enema, evacuado e insuflado, técnica de Fisher (mínimo 6 placas) por estudio.C @;24,75;0;0;100;0;;D;
340412;Colon por enema, evacuado y doble contraste (mínimo 8 placas) técnica de Malmo, por estudio.C @? (X);36,75;0;0;150;0;;D;
340413;Colecistografía oral, incluye prueba de evacuación (mínimo 3 placas) por estudio.B @;9,75;0;0;60;0;;D;
340414;Colecistografía endovenosa, incluye prueba de evacuación (mínimo cinco placas) por estudio. B;12;0;0;150;0;;D;
340415;Colangiografía endovenosa (mínimo cinco placas) por estudio. B;12;0;0;140;0;;D;
340416;Colangiografía operatoria (primera placa). A*? (X);9,75;0;0;40;0;;D;
340417;Colangiografía operatoria, por cada placa subsiguiente. A*? (X);2,25;0;0;20;0;;D;
340418;Fistulocolangiografía, colangiografía postoperatoria, (mínimo tres placas) por estudio. A* @? (X);9,75;0;0;60;0;;D;
340419;Colangiografía retrógrada por fibroscopía (mínimo tres placas) por estudio (sin honorario del especialista). D @? .(+ 20.01.23);9,75;0;0;60;0;;D;
340420;Neumoperitoneografía, retroneumoperitoneografía, uni o bilateral, (mínimo tres placas) por estudio (sin honorario del especialista). B? .(+ 22.01.07);9,75;0;0;60;0;;D;
340421;Radiografía simple de abdomen, primera exposición. A*;5,25;0;0;25;0;;D;
340422;Por exposición subsiguiente. A*;2,25;0;0;20;0;;D;
340501;Radiografía simple de arbol urinario. B? (X);5,25;0;0;25;0;;D;
340502;Urograma excretor pielografía descendente, (mínimo simple y tres placas) por estudio. B? (X);9,75;0;0;100;0;;D;
340503;Urograma excretor con estudio vesical, pre y post miccional (mínimo simple y cinco placas) por estudio. B? (X);12;0;0;120;0;;D;
340504;Urograma minutado o por goteo, pielografía por perfusión (mínimo simple y cinco placas) por estudio. B;12;0;0;150;0;;D;
340505;Pielografía ascendente (sin honorario del especialista) primera placa. B? .(+ 36.01.02);5,25;0;0;25;0;;D;
340506;Por exposición subsiguiente. B;2,25;0;0;20;0;;D;
340507;Cistouretrografía miccional. Cistouretrografía ascendente (mínimo dos placas) por estudio. B;5,25;0;0;50;0;;D;
340508;Cistouretrografía por estudio de incontinencia para detectar reflujo, etc. (Mínimo cuatro placas) por estudio. B;7,5;0;0;70;0;;D;
340601;Mamografía (senografía): Unicamente con mamógrafo original de fábrica con tubo de molibdeno y película de grano fino, por lado, cráneo-podal y perfil H.? (X);5,25;0;0;60;0;;D;
340602;Mamografía, proyección axiar (únicamente con mamógrafo original de fábrica con tubo de molibdeno y película de grano fino) por lado. H? (X);5,25;0;0;40;0;;D;
340603;Galactografía (con o sin mamógrafo) por lado, dos exposiciones por estudio. B;5,25;0;0;40;0;;D;
340604;Histerosalpingografía con prueba de Cotte (sin honorarios del especialista) (mínimo tres placas) por estudio. C#? .(+ 22.01.07);7,5;0;0;60;0;;D;
340605;Pelvineumografía, (sin honorarios del especialista) (mínimo tres placas) por estudio. B? .(+ 22.01.07);7,5;0;0;60;0;;D;
340606;Ginecografía (sin honorarios del especialista) (mínimo seis placas) por estudio. C? .(+ 22.01.07);15;0;0;120;0;;D;
340607;Pelvimetría radiológica (mínimo dos placas) por estudio. B;5,25;0;0;50;0;;D;
340608;Radiografía del embarazo (directa de abdomen). C;5,25;0;0;25;0;;D;
340701;Sinusografía, por cateterismo (mínimo seis placas) por estudio. D;9,75;0;0;120;0;;D;
340702;Ventriculografía por inyección de medio contrastante líquido o gaseoso (mínimo seis placas) por estudio. B? .(+ 01.07.01);9,75;0;0;120;0;;D;
340703;Arteriografía cerabral por cateterísmo (mínimo seis placas) por estudio. D? .(+ 01.07.02);12;0;0;120;0;;D;
340704;Arteriografía carotídea o vertebral (por punción directa) mínimo cuatro placas por estudio. B??? (X)? (+01.07.03);12;0;0;100;0;;D;
340705;Neumoencefaloventriculografía fraccionada, cisternografía, (mínimo ocho placas) por estudio .B? .(+ 01.07.04);12;0;0;120;0;;D;
340706;Mielografía ascendente o descendente. Cisternomielografía, radiculografía (mínimo cuatro placas) por estudio. D? (X)? (+01.07.05);15;0;0;80;0;;D;
340707;Discografía. Neurografía. Epidurografía (mínimo dos placas) por estudio. D? .(+ 01.07.06);12;0;0;40;0;;D;
340801;Control radioscópico para colocación de marcapaso transitorio con electrodo endocavitario. D? (X);7,5;0;0;50;0;;D;
340802;Control radioscópico para colocación de marcapaso definitivo con electrodo endocavitario. D? (X);7,5;0;0;50;0;;D;
340803;Control radioscópico por cateterismo derecho y/o izquierdo sin angiocardiografía. D (+07.07.01);7,5;0;0;50;0;;D;
340804;Cardiografía o angiocardiografía (mínimo seis placas o quince metros de películas) por estudio. D @? (X)? (+07.07.02);24,75;0;0;180;0;Este código ó el 34.08.;D;NO FACTURABLE CON OTROS CODIGOS
340805;Coronariografía, incluye ventriculografía (mínimo cuaretaycinco metros de película)por estudio. D @? (X)?? (+07.07.03);36,75;0;0;250;0;;D;NO FACTURABLE CON OTROS CODIGOS
